tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
128527,144920,True,Fri Nov 24 05:00:18 +0000 2017,@VerizonSupport Thanks again and great job!,128528,128526
135895,146623,True,Fri Nov 24 05:14:14 +0000 2017,"@146623 @115725 and while you're at it, fix your fucking network.",135893,135896
130085,145327,True,Fri Nov 24 06:31:17 +0000 2017,"@VerizonSupport Cool, is there a site that doesn't require my blood type and my zodiac sign to figure out if service is available?",130087,130084
138690,147260,True,Fri Nov 24 10:53:03 +0000 2017,The best way to keep your @115725 bill low is to not use @115725. #chiselers #cheats #swindlers #thieves,138689,
145484,148982,True,Fri Nov 24 13:37:26 +0000 2017,@148983 @116602 I am probably going to unplug Verizon FiOS in 2018. Think I signed a 2 yr deal that needs to roll off.,145483,145485
145481,148981,True,Fri Nov 24 13:45:07 +0000 2017,@115722 the guide delay is happening more and more. Sometimes waiting minutes for it to show up. https://t.co/JbKrykfAU0,145479,
150217,150257,True,Fri Nov 24 14:13:09 +0000 2017,Hey @115725 why do I pay for the ‘sports package’ and do not get the #sec network?,150216,
147697,149569,True,Fri Nov 24 14:15:02 +0000 2017,@115722 can you please tell me the latest model number for the quantum Dvr,147696,
147703,149571,True,Fri Nov 24 14:21:34 +0000 2017,@8642.  Area code is 20003.  Verizon FIOS about to be installed.  Can I get MASN/MASN2 with your service?,147702,
147692,149568,True,Fri Nov 24 14:26:28 +0000 2017,@115722 locked out of my account on #blackfriday and no one is picking up the phone.  On hold for an hour. #verizonsucks.,147691,
147695,149569,True,Fri Nov 24 14:31:35 +0000 2017,"@VerizonSupport Yes , I’m wondering what the newest model dvr is, the volume is not working on mine, I just tried everything, reboot cables my game system is giving volume",147693,147696
147683,149567,True,Fri Nov 24 14:35:11 +0000 2017,@VerizonSupport I need to adjust my Fios Internet. I tried calling customer service but no body was talking.,147681,
147682,149567,True,Fri Nov 24 14:41:19 +0000 2017,@VerizonSupport I want to cancel my service but cant get past the IVR. Can you give me a call,147684,147681
150208,150256,True,Fri Nov 24 14:48:27 +0000 2017,@VerizonSupport Repair techs on phone tell me there's an order for my line deletion today. Forward me to customer service billing to resolve that issue. But that department is closed today. My 20yr old business line is going to be deleted today by Verizon's incompetence. HELP. @115725,150206,150209
150201,150253,True,Fri Nov 24 15:07:55 +0000 2017,@VerizonSupport WHY IS THERE NO OPTION TO PAY WITH A GIFT CARD?,150199,
150198,150253,True,Fri Nov 24 15:11:34 +0000 2017,@VerizonSupport The back of the card literally says to apply to your bill go online. Why would you send me a gift card if I can’t use it?,150196,150199
150177,150251,True,Fri Nov 24 15:21:42 +0000 2017,@115722 our WiFi hasn’t been working for almost 24 Hours now. Help.,150175,
150190,150252,True,Fri Nov 24 15:22:57 +0000 2017,@VerizonSupport Why is My Verizon down? It's been down a lot lately.,150188,
152500,150856,True,Fri Nov 24 15:27:45 +0000 2017,"Another day here in Bensalem.. &amp; again, @115900 cable/internet/phone is down. AGAIN. That @115725 #Fios is looking better &amp; better...","152499,152501",
150176,150251,True,Fri Nov 24 15:28:52 +0000 2017,@VerizonSupport Fios.,"150178,150179",150175
152494,150854,True,Fri Nov 24 15:32:51 +0000 2017,What is @115722 doing to stop onslaught of robocallers spoofing local caller ID? Seemingly nothing.,152492,
150182,150251,True,Fri Nov 24 15:36:48 +0000 2017,@VerizonSupport Yes,150183,150181
152489,150852,True,Fri Nov 24 15:37:32 +0000 2017,"Hey @115722 I just hit minute 36 on hold for ""support."" Both internet and cable haven't worked for days. I've only had your service for a week and it's already the worst consumer experience of my life. I just want the product I paid for. This sucks @115725 @VerizonSupport",152488,
152491,150853,True,Fri Nov 24 15:37:58 +0000 2017,@VerizonSupport I have fits and a Samsung Smart TV. I cannot connect to the internet with it. What is Fios nYc dns servers?,152490,
125613,144168,True,Fri Nov 24 15:39:23 +0000 2017,@VerizonSupport No,125615,125612
125616,144168,True,Fri Nov 24 15:46:27 +0000 2017,@VerizonSupport Fios,125617,125615
152487,150852,True,Fri Nov 24 15:51:46 +0000 2017,@VerizonSupport Nevermind. Your boy in upstate New York finally answered. He was actually quite nice! Just wish it didn't take so long. Peace out.,152486,152488
152481,150851,True,Fri Nov 24 15:52:39 +0000 2017,@VerizonSupport Last week,152479,152484
154646,151444,True,Fri Nov 24 16:10:43 +0000 2017,"@115725 it’s pretty bad when the Verizon Jetpack has better connection, than Verizon FIOS...",154645,
157349,152140,True,Fri Nov 24 16:23:13 +0000 2017,"@115725 fix your wait time, I’ve been trying to contact you guys since Wed. &amp; it’s Friday. I’VE BEEN ON HOLD FOR TWO HOURS IN TOTAL 😡 https://t.co/Vctz2PZ8e5",157348,
154644,151444,True,Fri Nov 24 16:34:25 +0000 2017,@VerizonSupport It’s not strong upstairs.,154643,154645
150189,150252,True,Fri Nov 24 16:52:24 +0000 2017,@VerizonSupport Still showing this. https://t.co/sCgo0HmBMv,150191,150188
157351,121792,True,Fri Nov 24 17:01:48 +0000 2017,@VerizonSupport how can I get support when I am unable to even DM you?,157350,
157343,152139,True,Fri Nov 24 17:04:26 +0000 2017,@115725 @VerizonSupport Yes under Mary Ann Brandow not sure of the number,157342,157344
114791,141521,True,Fri Nov 24 17:20:32 +0000 2017,@VerizonSupport soooooo you’re telling me that your service aren’t what you guys display on television? that i’m not guaranteed reliable wifi services? you’re saying it’s a hit or miss with your wireless internet? you’re telling me i should switch services?,114792,114790
157341,152138,True,Fri Nov 24 17:22:20 +0000 2017,5 minutes away from switching from @115722 to @115955 because why pay 4 times as much for worse service,157340,
152493,150854,True,Fri Nov 24 17:22:23 +0000 2017,@VerizonSupport Sure. They’re random and all seemingly my local AC and exchange.,152495,152492
157326,152137,True,Fri Nov 24 17:22:54 +0000 2017,"Ugh sad
I had 19 messages saved from daughters on phone for 10 years &amp; now 13 are gone
How does this happen @VerizonSupport","157325,157327,157328,157329,157330,157331,157332,157333,157334,157335,157336",
114793,141521,True,Fri Nov 24 17:26:47 +0000 2017,@VerizonSupport thanks for the chat and not being able to help me with my service. #beblessed,114794,114792
157322,152136,True,Fri Nov 24 17:30:15 +0000 2017,@VerizonSupport hi I had a question why is my order still being processed? It’s been 3 days,157321,
157339,152138,True,Fri Nov 24 17:30:20 +0000 2017,@VerizonSupport Im paying 170 a month for just internet and cable with only 4 boxes and only 1 is hd.... I can get 4 boxes hd and internet from spectrum 80 dollars cheaper,157337,157340
157324,152137,True,Fri Nov 24 17:31:24 +0000 2017,@VerizonSupport On my cell,157323,157325
157317,152135,True,Fri Nov 24 17:33:33 +0000 2017,"A ginormous shout out to Kevin @115725 in Webster, NY, for superior customer service on a busy Black Friday.",157316,
157320,152136,True,Fri Nov 24 17:33:58 +0000 2017,@VerizonSupport Wireless,157318,157321
159757,152795,True,Fri Nov 24 17:38:17 +0000 2017,"Verizon service is so bad.  I have had about 5 guys come to fix my wifi ,, I can not get good wifi in the next room.. An it runs slow .I was told I an at the end of the line  .
BUT they just went up $ 5.00 dollars on my bill",159756,
159755,152794,True,Fri Nov 24 17:40:27 +0000 2017,Downloading a 50gb file from #PS4 store makes my @115722 unusable on every other device.  Glad I pay all of that money for this bs. #fail,159754,
157309,152134,True,Fri Nov 24 17:43:07 +0000 2017,@VerizonSupport We have FIOS,157311,157308
159749,152793,True,Fri Nov 24 18:18:21 +0000 2017,Hey @115725 @VerizonSupport I’ve been on hold FOREVER trying to help my 85 yo mom with her bill. How hard is it to get a human??,159748,
159747,152793,True,Fri Nov 24 18:21:12 +0000 2017,@VerizonSupport Landline.,159746,159748
159743,152792,True,Fri Nov 24 18:26:09 +0000 2017,@VerizonSupport Cell,159742,159744
160757,153055,True,Fri Nov 24 18:41:36 +0000 2017,can't wait to get this @116136 survey... worst experience ever #WishICouldHaveVerizon @115725,"160756,160758",
162447,153516,True,Fri Nov 24 18:49:04 +0000 2017,@115725 is there anyone working in customer service today?  After 45 minutes on hold you hung up on me!,162446,
164405,154091,True,Fri Nov 24 19:08:36 +0000 2017,"@VerizonSupport hey I know I've been with you for a while now and we've had some ups and downs while I move/have job trouble but it'd be cool if when I make a payment arrangement that gets accepted, you guys don't decide to cut my service anyway",164404,
164411,154093,True,Fri Nov 24 19:15:55 +0000 2017,Hey @115725 it’s not cool that you change the appointment I made without telling me.  I waited for 5 hours for nothing!!!,164410,
164401,154090,True,Fri Nov 24 19:21:38 +0000 2017,Going to small courts against @VerizonSupport!,164400,
164407,154092,True,Fri Nov 24 19:22:31 +0000 2017,@115722 Ok thanks,164406,164408
164399,154090,True,Fri Nov 24 19:24:54 +0000 2017,"@VerizonSupport We've been on call with ""customer no care"" for one hour over fraudulent Jamaica call",164398,164400
164394,154089,True,Fri Nov 24 19:27:47 +0000 2017,@115722 I do regret every second why we switched our services with you.  Your internet connection sucks considering I’m right beside the router.👎🏼🖕🏼 https://t.co/wUN8JnTGdo,164393,
164390,134887,True,Fri Nov 24 19:31:56 +0000 2017,@VerizonSupport Yes she is please DM me for details,164389,164391
114795,141521,True,Fri Nov 24 19:32:40 +0000 2017,@VerizonSupport in the master bedroom. and i’m trying to access it in the master bedroom. like right now the service is being interfered. i think i’m going to have to switch providers!,114796,114794
164388,154088,True,Fri Nov 24 19:36:46 +0000 2017,"@115722 called Verizon for help, my Internet is out for the thousandth time, and they said there were not able to help? With what I pay, customer service should be better",164387,
164383,154087,True,Fri Nov 24 19:48:48 +0000 2017,@115725 IT HAS BEEN OVER 1 MONTH!!! GIVE ME MY MONEY! THIEVES! AND YOU HAVE TERRIBLE CUSTOMER SERVICE!,164381,
164386,154087,True,Fri Nov 24 19:49:37 +0000 2017,@115725 I was speaking with someone and she hung up on me! Disgusting customer service,164385,
166960,154797,True,Fri Nov 24 19:56:16 +0000 2017,"@154798 @VerizonSupport The only way to get @VerizonSupport to help you, is to call them out on Twitter, and then miraculously they start to call you back. They only seem to want to help you when you bash them publicly. #verizonsucks",166959,166961
164382,154087,True,Fri Nov 24 20:02:42 +0000 2017,@VerizonSupport mobile phone account,164384,164381
166965,154799,True,Fri Nov 24 20:07:09 +0000 2017,"Hey @115725 how about you job train your employees before putting them on the phones, teach them to actually call within the week if they say they will, &amp; not punish the customer for ""billing mistakes"" occurred months ago. No wonder you're one of the most hated companies around.",166964,
166958,154796,True,Fri Nov 24 20:12:19 +0000 2017,Why are your online services so trash? @VerizonSupport,166957,
169102,155365,True,Fri Nov 24 20:42:04 +0000 2017,"@115722 ONT isn’t functioning properly, Ethernet works, WiFi doesn’t then Ethernet drops, tried coax for the connection Vs WAN, same issue",169101,169103
169112,155368,True,Fri Nov 24 20:49:11 +0000 2017,@VerizonSupport Today I go on to watch hbo on demand and the picture isn’t coming in and I get an error message,169111,169113
169109,155367,True,Fri Nov 24 20:54:18 +0000 2017,@VerizonSupport Just this app.,169107,169110
169100,155365,True,Fri Nov 24 20:57:06 +0000 2017,"@VerizonSupport Yes it is, sometimes it will stay white but with no connection, tried to reset to factory default with no custom settings, the tests the tech did were inconclusive, said we will be receiving a call to upgrade the ONT",169099,169101
169098,155365,True,Fri Nov 24 21:04:45 +0000 2017,@VerizonSupport I hope so!,169097,169099
169096,155364,True,Fri Nov 24 21:07:07 +0000 2017,@VerizonSupport right so. For the past 3 weeks my internet has been shotty and only getting worse. The random disconnects and down times are killing me here and I don't know what to do,169095,
169091,155363,True,Fri Nov 24 21:08:43 +0000 2017,@115725 She's not on Twitter.  She called and spoke to a very rude manager who treated her with such disrespect. Why should a Sr Cit not have access to good customer service thru regular means?,169089,169093
169075,155361,True,Fri Nov 24 21:28:50 +0000 2017,@VerizonSupport Yes,169077,169074
169090,155363,True,Fri Nov 24 21:29:35 +0000 2017,@VerizonSupport I'll let her know and pass the baton.  Hopefully someone can explain why her bill increased without her knowledge or consent.,169092,169089
171358,155992,True,Fri Nov 24 21:52:13 +0000 2017,What a bunch of horse shit !!! @VerizonSupport Taylor is not a fkn help at all. This service from him/her sucks,171354,
169080,155361,True,Fri Nov 24 22:29:56 +0000 2017,"@VerizonSupport Still nothing Jay, an hour later.  No progress, no help.",169081,169077
169082,155361,True,Fri Nov 24 22:32:51 +0000 2017,"@VerizonSupport No, I'm speaking with an agent but no agent that I've spoken with has been able to fix the problem.  Everyone is very great at saying that they're ""sorry"", but it's all meaningless.",169083,169081
173067,156495,True,Fri Nov 24 22:43:19 +0000 2017,"@VerizonSupport Not One of the tickets Has Ever been corrected your cust serv just apologizes. I’m still waiting for DVR service, app still not up to par &amp; this is all since oct 27 #Fail",173065,173070
173063,156494,True,Fri Nov 24 22:46:14 +0000 2017,"Isn't there some kind of regulation in your company against door to door cable sales? Like, gtfo off my property, it is dinner time. @VerizonSupport

#Verizon #Fios",173061,
173066,156495,True,Fri Nov 24 22:52:30 +0000 2017,@VerizonSupport I have DM you several times. Spoken on the phone And On chat. Your Service doesn’t deliver !! Internet is faster but we needed an extender (which is extra$) AND NOTHING ELSE WORKS!!,173068,173065
173058,156493,True,Fri Nov 24 22:54:25 +0000 2017,@VerizonSupport I don't know what the difference is. Its not plugged into the wall like when I had AT&amp;T but I don't think it goes thru my internet.,173056,173059
173062,156494,True,Fri Nov 24 23:01:44 +0000 2017,"@VerizonSupport There shouldn't be a list, especially in or around Baltimore. Police are constantly telling people to be on the lookout for fake sales people canvasing houses.",173064,173061
174701,156968,True,Fri Nov 24 23:06:19 +0000 2017,"@VerizonSupport Yes, thinking about switching. Will have to talk to rep.",174700,174702
174697,156968,True,Fri Nov 24 23:16:55 +0000 2017,@VerizonSupport ??????what is ACM,174696,174698
176107,157425,True,Fri Nov 24 23:45:10 +0000 2017,@115725 how is it possible for ur internet service to suck this bad? I long for the days of dial up ever since getting verizon wifi,176106,
270220,180419,True,Fri Oct 06 00:01:24 +0000 2017,"@VerizonSupport …and you’ve said it’s because we have ~6 devices using the network, but that doesn’t seem like it should be an issue either.",270219,270221
266366,179457,True,Fri Oct 06 00:04:03 +0000 2017,@VerizonSupport I hope this works,266373,266364
267632,179809,True,Fri Oct 06 00:07:14 +0000 2017,@115722 your live tv option never works when I need it to!,267631,
266365,179457,True,Fri Oct 06 00:07:24 +0000 2017,@VerizonSupport It was never provided,266372,266364
267614,179808,True,Fri Oct 06 00:07:25 +0000 2017,@115722 has the worst sign-in process on the planet to watch streams from other websites. Just waiting here on a frozen verzion login. this is wonderful,267612,
267621,179809,True,Fri Oct 06 00:09:55 +0000 2017,"@VerizonSupport Not on my TV, the website. ""live tv"" never works. I'm trying to watch on my computer.",267619,267631
267634,179810,True,Fri Oct 06 00:13:06 +0000 2017,@VerizonSupport trying to but taking an eternity,267638,267633
267978,179902,True,Fri Oct 06 00:15:00 +0000 2017,@115725 good job your SSO is down,267977,
267613,179808,True,Fri Oct 06 00:17:34 +0000 2017,@VerizonSupport this happens because your servers are too busy!,267615,267612
267639,179810,True,Fri Oct 06 00:18:18 +0000 2017,@VerizonSupport turned phone off and iPad turned it back in- log in with exactly the same password and voila. Not sure what happened,267640,267635
267987,179904,True,Fri Oct 06 00:20:05 +0000 2017,@118034 having trouble logging in... I’m on my Verizon home network :(,267981,
267623,179809,True,Fri Oct 06 00:20:34 +0000 2017,@VerizonSupport I can't do that right now. I just think if you pay X amount of dollars per month something should work!,267624,267622
268022,179908,True,Fri Oct 06 00:21:29 +0000 2017,FIOS dial-up?  @VerizonSupport @13651 @13652 https://t.co/tXExSv07W8,268021,
267972,179902,True,Fri Oct 06 00:24:26 +0000 2017,@VerizonSupport I am redirected there after I login,267970,267973
267980,179903,True,Fri Oct 06 00:24:40 +0000 2017,"@VerizonSupport my Fios mobile app load has crashed the past 3 days every time I try to open it, any suggestions?",267979,
267999,179907,True,Fri Oct 06 00:25:09 +0000 2017,Get gigabit Internet they said. It'll be fast they said. Mind explaining this @115725 @VerizonSupport @115722 !? https://t.co/Qf1XMtV6A7,267997,
267998,179907,True,Fri Oct 06 00:27:53 +0000 2017,@VerizonSupport That is hard wired with wifi disabled since I thought it was just the wifi that was so poor for awhile,268000,267997
267986,179904,True,Fri Oct 06 00:30:49 +0000 2017,@VerizonSupport No. Just not recognizing my user name and password. I haven’t changed it. I also checked if I am logged into ESPN... that works,267992,267981
268001,179907,True,Fri Oct 06 00:34:19 +0000 2017,"@VerizonSupport Sure, here's the result from that test https://t.co/6FDYW2SKHR",268002,268000
267984,179904,True,Fri Oct 06 00:38:26 +0000 2017,@VerizonSupport Yes. Can access espn.,267988,267981
267975,179902,True,Fri Oct 06 00:38:30 +0000 2017,@VerizonSupport Not working on Firefox mobile browser also,268034,267973
260668,178053,True,Fri Oct 06 00:41:18 +0000 2017,@VerizonSupport PA,260670,260667
